Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type
488,2023,4,271.26,Native 3-Digit ZIP index
489,2023,1,225.16,Native 3-Digit ZIP index
489,2023,2,241.04,Native 3-Digit ZIP index
489,2023,3,246.92,Native 3-Digit ZIP index
489,2023,4,256.79,Native 3-Digit ZIP index
490,2023,1,281.48,Native 3-Digit ZIP index
490,2023,2,294.56,Native 3-Digit ZIP index
490,2023,3,300.74,Native 3-Digit ZIP index
490,2023,4,300.61,Native 3-Digit ZIP index
491,2023,1,301.05,Native 3-Digit ZIP index
491,2023,2,309.1,Native 3-Digit ZIP index
491,2023,3,326.68,Native 3-Digit ZIP index
491,2023,4,312.41,Native 3-Digit ZIP index
492,2023,1,255.9,Native 3-Digit ZIP index
492,2023,2,267,Native 3-Digit ZIP index
492,2023,3,273.56,Native 3-Digit ZIP index
492,2023,4,274.16,Native 3-Digit ZIP index
493,2023,1,304.51,Native 3-Digit ZIP index
493,2023,2,320.96,Native 3-Digit ZIP index
493,2023,3,322.46,Native 3-Digit ZIP index
493,2023,4,316.91,Native 3-Digit ZIP index
494,2023,1,313.91,Native 3-Digit ZIP index
494,2023,2,329.35,Native 3-Digit ZIP index
494,2023,3,333.12,Native 3-Digit ZIP index
494,2023,4,333.69,Native 3-Digit ZIP index
495,2023,1,337.6,Native 3-Digit ZIP index
495,2023,2,364.65,Native 3-Digit ZIP index
495,2023,3,363.94,Native 3-Digit ZIP index
495,2023,4,359.82,Native 3-Digit ZIP index
496,2023,1,377.99,Native 3-Digit ZIP index
496,2023,2,383.84,Native 3-Digit ZIP index
496,2023,3,396.11,Native 3-Digit ZIP index
496,2023,4,395.57,Native 3-Digit ZIP index
497,2023,1,302.44,Native 3-Digit ZIP index
497,2023,2,316.48,Native 3-Digit ZIP index
497,2023,3,336.65,Native 3-Digit ZIP index
497,2023,4,334.92,Native 3-Digit ZIP index
498,2023,1,305.65,Native 3-Digit ZIP index
498,2023,2,320.93,Native 3-Digit ZIP index
498,2023,3,334.37,Native 3-Digit ZIP index
498,2023,4,345.42,Native 3-Digit ZIP index
499,2023,1,307.25,Balance of State
499,2023,2,318.09,Balance of State
499,2023,3,330.6,Balance of State
499,2023,4,333.44,Balance of State
500,2023,1,266.61,Native 3-Digit ZIP index
500,2023,2,268.74,Native 3-Digit ZIP index
500,2023,3,274.05,Native 3-Digit ZIP index
500,2023,4,271.52,Native 3-Digit ZIP index
501,2023,1,268.82,Native 3-Digit ZIP index
501,2023,2,276.07,Native 3-Digit ZIP index
501,2023,3,284.58,Native 3-Digit ZIP index
501,2023,4,277.19,Native 3-Digit ZIP index
502,2023,1,266.52,Native 3-Digit ZIP index
502,2023,2,278.86,Native 3-Digit ZIP index
502,2023,3,278.4,Native 3-Digit ZIP index
502,2023,4,282.39,Native 3-Digit ZIP index
503,2023,1,274.89,Native 3-Digit ZIP index
503,2023,2,284.37,Native 3-Digit ZIP index
503,2023,3,292.12,Native 3-Digit ZIP index
503,2023,4,291.58,Native 3-Digit ZIP index
504,2023,1,313.23,Native 3-Digit ZIP index
504,2023,2,308.25,Native 3-Digit ZIP index
504,2023,3,329.68,Native 3-Digit ZIP index
504,2023,4,319.86,Native 3-Digit ZIP index
505,2023,1,266.55,Native 3-Digit ZIP index
505,2023,2,283.39,Native 3-Digit ZIP index
505,2023,3,287.54,Native 3-Digit ZIP index
505,2023,4,290.27,Native 3-Digit ZIP index
506,2023,1,298.59,Native 3-Digit ZIP index
506,2023,2,304.24,Native 3-Digit ZIP index
506,2023,3,304.58,Native 3-Digit ZIP index
506,2023,4,310.26,Native 3-Digit ZIP index
507,2023,1,303.09,Native 3-Digit ZIP index
507,2023,2,308.33,Native 3-Digit ZIP index
507,2023,3,312.47,Native 3-Digit ZIP index
507,2023,4,313.53,Native 3-Digit ZIP index
508,2023,1,291.53,Balance of State
508,2023,2,297.38,Balance of State
508,2023,3,304.8,Balance of State
508,2023,4,305.79,Balance of State
510,2023,1,317.86,Native 3-Digit ZIP index
510,2023,2,315.6,Native 3-Digit ZIP index
510,2023,3,327.95,Native 3-Digit ZIP index
510,2023,4,318.08,Native 3-Digit ZIP index
511,2023,1,283.81,Native 3-Digit ZIP index
511,2023,2,282.15,Native 3-Digit ZIP index
511,2023,3,302.54,Native 3-Digit ZIP index
511,2023,4,304.73,Native 3-Digit ZIP index
512,2023,1,291.53,Balance of State
512,2023,2,297.38,Balance of State
512,2023,3,304.8,Balance of State
512,2023,4,305.79,Balance of State
513,2023,1,291.53,Balance of State
513,2023,2,297.38,Balance of State
513,2023,3,304.8,Balance of State
513,2023,4,305.79,Balance of State
514,2023,1,291.53,Balance of State
514,2023,2,297.38,Balance of State
514,2023,3,304.8,Balance of State
514,2023,4,305.79,Balance of State
515,2023,1,319.59,Native 3-Digit ZIP index
515,2023,2,343.41,Native 3-Digit ZIP index
515,2023,3,331.15,Native 3-Digit ZIP index
515,2023,4,336.03,Native 3-Digit ZIP index
516,2023,1,291.53,Balance of State
516,2023,2,297.38,Balance of State
516,2023,3,304.8,Balance of State
516,2023,4,305.79,Balance of State
520,2023,1,269.29,Native 3-Digit ZIP index
520,2023,2,271.21,Native 3-Digit ZIP index
520,2023,3,279.98,Native 3-Digit ZIP index
520,2023,4,286.51,Native 3-Digit ZIP index
521,2023,1,291.53,Balance of State
521,2023,2,297.38,Balance of State
521,2023,3,304.8,Balance of State
521,2023,4,305.79,Balance of State
522,2023,1,244.24,Native 3-Digit ZIP index
522,2023,2,248.57,Native 3-Digit ZIP index
522,2023,3,249.96,Native 3-Digit ZIP index
522,2023,4,249.26,Native 3-Digit ZIP index
523,2023,1,236.24,Native 3-Digit ZIP index
523,2023,2,248.21,Native 3-Digit ZIP index
523,2023,3,255.34,Native 3-Digit ZIP index
523,2023,4,255.23,Native 3-Digit ZIP index
524,2023,1,214.08,Native 3-Digit ZIP index
524,2023,2,219.44,Native 3-Digit ZIP index
524,2023,3,224.55,Native 3-Digit ZIP index
524,2023,4,225.12,Native 3-Digit ZIP index
525,2023,1,291.53,Balance of State
525,2023,2,297.38,Balance of State
525,2023,3,304.8,Balance of State
525,2023,4,305.79,Balance of State
526,2023,1,291.53,Balance of State
526,2023,2,297.38,Balance of State
526,2023,3,304.8,Balance of State
526,2023,4,305.79,Balance of State
527,2023,1,253.21,Native 3-Digit ZIP index
527,2023,2,272.07,Native 3-Digit ZIP index
527,2023,3,273.02,Native 3-Digit ZIP index
527,2023,4,278.62,Native 3-Digit ZIP index
528,2023,1,252.82,Native 3-Digit ZIP index
528,2023,2,264.32,Native 3-Digit ZIP index
528,2023,3,275.51,Native 3-Digit ZIP index
528,2023,4,272.93,Native 3-Digit ZIP index
530,2023,1,266.3,Native 3-Digit ZIP index
530,2023,2,282.68,Native 3-Digit ZIP index
530,2023,3,292.58,Native 3-Digit ZIP index
530,2023,4,291.21,Native 3-Digit ZIP index
531,2023,1,274.6,Native 3-Digit ZIP index
531,2023,2,284.89,Native 3-Digit ZIP index
531,2023,3,291.09,Native 3-Digit ZIP index
531,2023,4,289.36,Native 3-Digit ZIP index
532,2023,1,300.63,Native 3-Digit ZIP index
532,2023,2,315.1,Native 3-Digit ZIP index
532,2023,3,319.65,Native 3-Digit ZIP index
532,2023,4,313.88,Native 3-Digit ZIP index
534,2023,1,257.74,Native 3-Digit ZIP index
534,2023,2,263.8,Native 3-Digit ZIP index
534,2023,3,284.68,Native 3-Digit ZIP index
534,2023,4,269.38,Native 3-Digit ZIP index
535,2023,1,288.05,Native 3-Digit ZIP index
535,2023,2,297.67,Native 3-Digit ZIP index
535,2023,3,309.12,Native 3-Digit ZIP index
535,2023,4,305.6,Native 3-Digit ZIP index
537,2023,1,325.66,Native 3-Digit ZIP index
537,2023,2,350.18,Native 3-Digit ZIP index
537,2023,3,355.92,Native 3-Digit ZIP index
537,2023,4,352.52,Native 3-Digit ZIP index
538,2023,1,305.37,Balance of State
538,2023,2,319.08,Balance of State
538,2023,3,333.13,Balance of State
538,2023,4,335.15,Balance of State
539,2023,1,307.73,Native 3-Digit ZIP index
539,2023,2,316.9,Native 3-Digit ZIP index
539,2023,3,328.11,Native 3-Digit ZIP index
539,2023,4,323.35,Native 3-Digit ZIP index
540,2023,1,335.13,Native 3-Digit ZIP index
540,2023,2,352.8,Native 3-Digit ZIP index
540,2023,3,355.71,Native 3-Digit ZIP index
540,2023,4,349.05,Native 3-Digit ZIP index
541,2023,1,291.46,Native 3-Digit ZIP index
541,2023,2,301.78,Native 3-Digit ZIP index
541,2023,3,318.3,Native 3-Digit ZIP index
541,2023,4,315.18,Native 3-Digit ZIP index
542,2023,1,299.69,Native 3-Digit ZIP index
542,2023,2,303.18,Native 3-Digit ZIP index
542,2023,3,302.26,Native 3-Digit ZIP index
542,2023,4,327.99,Native 3-Digit ZIP index
543,2023,1,260.06,Native 3-Digit ZIP index
543,2023,2,280.3,Native 3-Digit ZIP index
543,2023,3,286.25,Native 3-Digit ZIP index
543,2023,4,283.92,Native 3-Digit ZIP index
544,2023,1,267.22,Native 3-Digit ZIP index
544,2023,2,289.75,Native 3-Digit ZIP index
544,2023,3,297.16,Native 3-Digit ZIP index
544,2023,4,298.98,Native 3-Digit ZIP index
545,2023,1,328.27,Native 3-Digit ZIP index
545,2023,2,329.21,Native 3-Digit ZIP index
545,2023,3,359.39,Native 3-Digit ZIP index
545,2023,4,356.89,Native 3-Digit ZIP index
546,2023,1,326.19,Native 3-Digit ZIP index
546,2023,2,341.26,Native 3-Digit ZIP index
546,2023,3,355.35,Native 3-Digit ZIP index
546,2023,4,354.5,Native 3-Digit ZIP index
547,2023,1,333.93,Native 3-Digit ZIP index
547,2023,2,366.31,Native 3-Digit ZIP index
547,2023,3,380.27,Native 3-Digit ZIP index
547,2023,4,368.66,Native 3-Digit ZIP index
548,2023,1,373.3,Native 3-Digit ZIP index
548,2023,2,393.45,Native 3-Digit ZIP index
548,2023,3,408.64,Native 3-Digit ZIP index
548,2023,4,416.14,Native 3-Digit ZIP index
549,2023,1,267.35,Native 3-Digit ZIP index
549,2023,2,277.86,Native 3-Digit ZIP index
549,2023,3,286.42,Native 3-Digit ZIP index
549,2023,4,286.63,Native 3-Digit ZIP index
550,2023,1,320.35,Native 3-Digit ZIP index
550,2023,2,324.52,Native 3-Digit ZIP index
550,2023,3,330.5,Native 3-Digit ZIP index
550,2023,4,320.22,Native 3-Digit ZIP index
551,2023,1,321.02,Native 3-Digit ZIP index
551,2023,2,335.58,Native 3-Digit ZIP index
551,2023,3,337.11,Native 3-Digit ZIP index
551,2023,4,330.12,Native 3-Digit ZIP index
553,2023,1,312.68,Native 3-Digit ZIP index
553,2023,2,327.26,Native 3-Digit ZIP index
553,2023,3,326.41,Native 3-Digit ZIP index
553,2023,4,321.46,Native 3-Digit ZIP index
554,2023,1,350.38,Native 3-Digit ZIP index
554,2023,2,369.63,Native 3-Digit ZIP index
554,2023,3,368.11,Native 3-Digit ZIP index
554,2023,4,359.96,Native 3-Digit ZIP index
556,2023,1,372.24,MSA/MSAD Index
556,2023,2,391.17,MSA/MSAD Index
556,2023,3,398.58,MSA/MSAD Index
556,2023,4,386.71,MSA/MSAD Index
557,2023,1,380.33,Native 3-Digit ZIP index
557,2023,2,367.57,Native 3-Digit ZIP index
557,2023,3,378.7,Native 3-Digit ZIP index
557,2023,4,360.46,Native 3-Digit ZIP index
558,2023,1,363.16,Native 3-Digit ZIP index
558,2023,2,397.34,Native 3-Digit ZIP index
558,2023,3,395.75,Native 3-Digit ZIP index
558,2023,4,385.34,Native 3-Digit ZIP index
559,2023,1,304.3,Native 3-Digit ZIP index
559,2023,2,318.33,Native 3-Digit ZIP index
559,2023,3,324.04,Native 3-Digit ZIP index
559,2023,4,321.97,Native 3-Digit ZIP index
560,2023,1,296.21,Native 3-Digit ZIP index
560,2023,2,315.82,Native 3-Digit ZIP index
560,2023,3,319.95,Native 3-Digit ZIP index
560,2023,4,311.03,Native 3-Digit ZIP index
561,2023,1,326.54,Balance of State
561,2023,2,337.35,Balance of State
561,2023,3,340.27,Balance of State
561,2023,4,335.16,Balance of State
562,2023,1,300.92,Native 3-Digit ZIP index
562,2023,2,309.34,Native 3-Digit ZIP index
562,2023,3,312.57,Native 3-Digit ZIP index
562,2023,4,317.36,Native 3-Digit ZIP index
563,2023,1,331.52,Native 3-Digit ZIP index
563,2023,2,347.92,Native 3-Digit ZIP index
563,2023,3,349.48,Native 3-Digit ZIP index
563,2023,4,348.7,Native 3-Digit ZIP index
564,2023,1,400.88,Native 3-Digit ZIP index
564,2023,2,414.92,Native 3-Digit ZIP index
564,2023,3,410.13,Native 3-Digit ZIP index
564,2023,4,394.79,Native 3-Digit ZIP index
565,2023,1,340.32,Native 3-Digit ZIP index
565,2023,2,360.92,Native 3-Digit ZIP index
565,2023,3,355.3,Native 3-Digit ZIP index
565,2023,4,354.79,Native 3-Digit ZIP index
566,2023,1,294.87,Native 3-Digit ZIP index
566,2023,2,315.57,Native 3-Digit ZIP index
566,2023,3,325.09,Native 3-Digit ZIP index
566,2023,4,307.55,Native 3-Digit ZIP index
567,2023,1,326.54,Balance of State
567,2023,2,337.35,Balance of State
567,2023,3,340.27,Balance of State
567,2023,4,335.16,Balance of State
570,2023,1,349.03,Native 3-Digit ZIP index
570,2023,2,366.34,Native 3-Digit ZIP index
570,2023,3,377.12,Native 3-Digit ZIP index
570,2023,4,376.81,Native 3-Digit ZIP index
571,2023,1,311.67,Native 3-Digit ZIP index
571,2023,2,327.5,Native 3-Digit ZIP index
571,2023,3,329.36,Native 3-Digit ZIP index
571,2023,4,329.43,Native 3-Digit ZIP index
572,2023,1,373.9,Balance of State
572,2023,2,367.46,Balance of State
572,2023,3,375.5,Balance of State
572,2023,4,372.9,Balance of State
573,2023,1,373.9,Balance of State
573,2023,2,367.46,Balance of State
573,2023,3,375.5,Balance of State
573,2023,4,372.9,Balance of State
574,2023,1,373.9,Balance of State
574,2023,2,367.46,Balance of State
574,2023,3,375.5,Balance of State
574,2023,4,372.9,Balance of State
575,2023,1,373.9,Balance of State
575,2023,2,367.46,Balance of State
575,2023,3,375.5,Balance of State
575,2023,4,372.9,Balance of State
576,2023,1,373.9,Balance of State
576,2023,2,367.46,Balance of State
576,2023,3,375.5,Balance of State
576,2023,4,372.9,Balance of State
577,2023,1,442.54,Native 3-Digit ZIP index
577,2023,2,450.76,Native 3-Digit ZIP index
577,2023,3,456.54,Native 3-Digit ZIP index
577,2023,4,459.07,Native 3-Digit ZIP index
580,2023,1,325.4,Native 3-Digit ZIP index
580,2023,2,324.45,Native 3-Digit ZIP index
580,2023,3,333.4,Native 3-Digit ZIP index
580,2023,4,336.84,Native 3-Digit ZIP index
581,2023,1,298.42,Native 3-Digit ZIP index
581,2023,2,313.36,Native 3-Digit ZIP index
581,2023,3,323.39,Native 3-Digit ZIP index
581,2023,4,317.46,Native 3-Digit ZIP index
582,2023,1,303.19,Native 3-Digit ZIP index
582,2023,2,301.63,Native 3-Digit ZIP index
582,2023,3,300.47,Native 3-Digit ZIP index
582,2023,4,307.82,Native 3-Digit ZIP index
583,2023,1,352.33,Balance of State
583,2023,2,361.68,Balance of State
583,2023,3,374.02,Balance of State
583,2023,4,373.63,Balance of State
584,2023,1,352.33,Balance of State
584,2023,2,361.68,Balance of State
584,2023,3,374.02,Balance of State
584,2023,4,373.63,Balance of State
585,2023,1,364.91,Native 3-Digit ZIP index
585,2023,2,368.65,Native 3-Digit ZIP index
585,2023,3,372.08,Native 3-Digit ZIP index
585,2023,4,364.16,Native 3-Digit ZIP index
586,2023,1,352.33,Balance of State
586,2023,2,361.68,Balance of State
586,2023,3,374.02,Balance of State
586,2023,4,373.63,Balance of State
587,2023,1,352.33,Balance of State
587,2023,2,361.68,Balance of State
587,2023,3,374.02,Balance of State
587,2023,4,373.63,Balance of State
588,2023,1,352.33,Balance of State
588,2023,2,361.68,Balance of State
588,2023,3,374.02,Balance of State
588,2023,4,373.63,Balance of State
590,2023,1,439.14,Native 3-Digit ZIP index
590,2023,2,469.54,Native 3-Digit ZIP index
590,2023,3,491.66,Native 3-Digit ZIP index
590,2023,4,484.28,Native 3-Digit ZIP index
591,2023,1,359.85,Native 3-Digit ZIP index
591,2023,2,383.96,Native 3-Digit ZIP index
591,2023,3,386.02,Native 3-Digit ZIP index
591,2023,4,377.66,Native 3-Digit ZIP index
592,2023,1,466.68,Balance of State
592,2023,2,478.12,Balance of State
592,2023,3,479.35,Balance of State
592,2023,4,478.52,Balance of State
593,2023,1,466.68,Balance of State
593,2023,2,478.12,Balance of State
593,2023,3,479.35,Balance of State
593,2023,4,478.52,Balance of State
594,2023,1,341.69,Native 3-Digit ZIP index
594,2023,2,369.9,Native 3-Digit ZIP index
594,2023,3,371.33,Native 3-Digit ZIP index
594,2023,4,382.47,Native 3-Digit ZIP index
595,2023,1,466.68,Balance of State
595,2023,2,478.12,Balance of State
595,2023,3,479.35,Balance of State
595,2023,4,478.52,Balance of State
596,2023,1,423.16,Native 3-Digit ZIP index
596,2023,2,439.72,Native 3-Digit ZIP index
596,2023,3,449.86,Native 3-Digit ZIP index
596,2023,4,453.05,Native 3-Digit ZIP index
597,2023,1,525.77,Native 3-Digit ZIP index
597,2023,2,544.61,Native 3-Digit ZIP index
597,2023,3,553.88,Native 3-Digit ZIP index
597,2023,4,554.05,Native 3-Digit ZIP index
598,2023,1,475.24,Native 3-Digit ZIP index
598,2023,2,493.15,Native 3-Digit ZIP index
598,2023,3,484.88,Native 3-Digit ZIP index
598,2023,4,504.73,Native 3-Digit ZIP index
599,2023,1,482.81,Native 3-Digit ZIP index
599,2023,2,504.37,Native 3-Digit ZIP index
599,2023,3,505.21,Native 3-Digit ZIP index
599,2023,4,486.36,Native 3-Digit ZIP index
600,2023,1,213.91,Native 3-Digit ZIP index
600,2023,2,219.57,Native 3-Digit ZIP index
600,2023,3,224.66,Native 3-Digit ZIP index
600,2023,4,223.58,Native 3-Digit ZIP index
601,2023,1,221.58,Native 3-Digit ZIP index
601,2023,2,232.22,Native 3-Digit ZIP index
601,2023,3,240.04,Native 3-Digit ZIP index
601,2023,4,236.89,Native 3-Digit ZIP index
602,2023,1,275.38,Native 3-Digit ZIP index
602,2023,2,286.79,Native 3-Digit ZIP index
602,2023,3,298.79,Native 3-Digit ZIP index
602,2023,4,295.6,Native 3-Digit ZIP index
603,2023,1,291.84,Native 3-Digit ZIP index
603,2023,2,307.08,Native 3-Digit ZIP index
603,2023,3,318.92,Native 3-Digit ZIP index
603,2023,4,335.54,Native 3-Digit ZIP index
604,2023,1,213.65,Native 3-Digit ZIP index
604,2023,2,223.95,Native 3-Digit ZIP index
604,2023,3,227.69,Native 3-Digit ZIP index
604,2023,4,226.64,Native 3-Digit ZIP index
605,2023,1,234.5,Native 3-Digit ZIP index
605,2023,2,246.36,Native 3-Digit ZIP index
605,2023,3,254.02,Native 3-Digit ZIP index
605,2023,4,253.96,Native 3-Digit ZIP index
606,2023,1,298.54,Native 3-Digit ZIP index
606,2023,2,306.78,Native 3-Digit ZIP index
606,2023,3,310.51,Native 3-Digit ZIP index
606,2023,4,305.74,Native 3-Digit ZIP index
607,2023,1,234.24,Native 3-Digit ZIP index
607,2023,2,256.92,Native 3-Digit ZIP index
607,2023,3,259.63,Native 3-Digit ZIP index
607,2023,4,258.86,Native 3-Digit ZIP index
608,2023,1,220.63,Native 3-Digit ZIP index
608,2023,2,228.92,Native 3-Digit ZIP index
608,2023,3,239.38,Native 3-Digit ZIP index
608,2023,4,228.86,Native 3-Digit ZIP index
609,2023,1,205.59,Native 3-Digit ZIP index
609,2023,2,212.97,Native 3-Digit ZIP index
609,2023,3,225.22,Native 3-Digit ZIP index
609,2023,4,228.83,Native 3-Digit ZIP index
610,2023,1,193.05,Native 3-Digit ZIP index
610,2023,2,207.17,Native 3-Digit ZIP index
610,2023,3,213.64,Native 3-Digit ZIP index
610,2023,4,210,Native 3-Digit ZIP index
611,2023,1,184.41,Native 3-Digit ZIP index
611,2023,2,196.97,Native 3-Digit ZIP index
611,2023,3,204.68,Native 3-Digit ZIP index
611,2023,4,205.52,Native 3-Digit ZIP index
612,2023,1,246.33,Native 3-Digit ZIP index
612,2023,2,235.97,Native 3-Digit ZIP index
612,2023,3,254.09,Native 3-Digit ZIP index
612,2023,4,252.15,Native 3-Digit ZIP index
613,2023,1,211.18,Native 3-Digit ZIP index
613,2023,2,219.43,Native 3-Digit ZIP index
613,2023,3,227.59,Native 3-Digit ZIP index
613,2023,4,231.19,Native 3-Digit ZIP index
614,2023,1,221.22,Native 3-Digit ZIP index
614,2023,2,228.46,Native 3-Digit ZIP index
614,2023,3,229.64,Native 3-Digit ZIP index
614,2023,4,242.51,Native 3-Digit ZIP index
615,2023,1,212.1,Native 3-Digit ZIP index
615,2023,2,223.19,Native 3-Digit ZIP index
615,2023,3,232.05,Native 3-Digit ZIP index
615,2023,4,234.75,Native 3-Digit ZIP index
616,2023,1,195.67,Native 3-Digit ZIP index
616,2023,2,201.46,Native 3-Digit ZIP index
616,2023,3,207.26,Native 3-Digit ZIP index
616,2023,4,210.51,Native 3-Digit ZIP index
617,2023,1,210.3,Native 3-Digit ZIP index
617,2023,2,220.33,Native 3-Digit ZIP index
617,2023,3,218.61,Native 3-Digit ZIP index
617,2023,4,222.9,Native 3-Digit ZIP index
618,2023,1,224.64,Native 3-Digit ZIP index
618,2023,2,253.95,Native 3-Digit ZIP index
618,2023,3,254.96,Native 3-Digit ZIP index
618,2023,4,245.72,Native 3-Digit ZIP index
619,2023,1,201.8,Native 3-Digit ZIP index
619,2023,2,210.92,Native 3-Digit ZIP index
619,2023,3,210.9,Native 3-Digit ZIP index
619,2023,4,223.92,Native 3-Digit ZIP index
620,2023,1,232.28,Native 3-Digit ZIP index
620,2023,2,251.88,Native 3-Digit ZIP index
620,2023,3,258.03,Native 3-Digit ZIP index
620,2023,4,257.48,Native 3-Digit ZIP index
622,2023,1,229.49,Native 3-Digit ZIP index
622,2023,2,230.4,Native 3-Digit ZIP index
622,2023,3,239.9,Native 3-Digit ZIP index
622,2023,4,243.82,Native 3-Digit ZIP index
623,2023,1,246.82,Native 3-Digit ZIP index
623,2023,2,244.72,Native 3-Digit ZIP index
623,2023,3,252.8,Native 3-Digit ZIP index
623,2023,4,246.65,Native 3-Digit ZIP index
624,2023,1,244.83,Native 3-Digit ZIP index
624,2023,2,255.2,Native 3-Digit ZIP index
624,2023,3,251.52,Native 3-Digit ZIP index
624,2023,4,264.16,Native 3-Digit ZIP index
625,2023,1,204.02,Native 3-Digit ZIP index
625,2023,2,217.48,Native 3-Digit ZIP index
625,2023,3,217.86,Native 3-Digit ZIP index
625,2023,4,222.04,Native 3-Digit ZIP index
626,2023,1,198.77,Native 3-Digit ZIP index
626,2023,2,207.51,Native 3-Digit ZIP index
626,2023,3,223.64,Native 3-Digit ZIP index
626,2023,4,217.62,Native 3-Digit ZIP index
627,2023,1,180.25,Native 3-Digit ZIP index
627,2023,2,192.8,Native 3-Digit ZIP index
627,2023,3,195.61,Native 3-Digit ZIP index
627,2023,4,197.59,Native 3-Digit ZIP index
628,2023,1,240.24,Native 3-Digit ZIP index
628,2023,2,235.76,Native 3-Digit ZIP index
628,2023,3,243.6,Native 3-Digit ZIP index
628,2023,4,237.99,Native 3-Digit ZIP index
629,2023,1,229.81,Native 3-Digit ZIP index
629,2023,2,225.03,Native 3-Digit ZIP index
629,2023,3,235.57,Native 3-Digit ZIP index
629,2023,4,234.2,Native 3-Digit ZIP index
630,2023,1,257.16,Native 3-Digit ZIP index
630,2023,2,269.34,Native 3-Digit ZIP index
630,2023,3,276.31,Native 3-Digit ZIP index
630,2023,4,277.86,Native 3-Digit ZIP index
631,2023,1,302.7,Native 3-Digit ZIP index
631,2023,2,315.12,Native 3-Digit ZIP index
631,2023,3,315.34,Native 3-Digit ZIP index
631,2023,4,316.39,Native 3-Digit ZIP index
633,2023,1,293.36,Native 3-Digit ZIP index
633,2023,2,303.06,Native 3-Digit ZIP index
633,2023,3,312.17,Native 3-Digit ZIP index
633,2023,4,311.71,Native 3-Digit ZIP index
634,2023,1,292.19,Balance of State
634,2023,2,304.64,Balance of State
634,2023,3,309.19,Balance of State
634,2023,4,307.18,Balance of State
635,2023,1,292.19,Balance of State
635,2023,2,304.64,Balance of State
635,2023,3,309.19,Balance of State
635,2023,4,307.18,Balance of State
636,2023,1,292.19,Balance of State
636,2023,2,304.64,Balance of State
636,2023,3,309.19,Balance of State
636,2023,4,307.18,Balance of State
637,2023,1,254.98,Native 3-Digit ZIP index
637,2023,2,253.42,Native 3-Digit ZIP index
637,2023,3,256,Native 3-Digit ZIP index
637,2023,4,263.88,Native 3-Digit ZIP index
638,2023,1,292.19,Balance of State
638,2023,2,304.64,Balance of State
638,2023,3,309.19,Balance of State
638,2023,4,307.18,Balance of State
639,2023,1,292.19,Balance of State
639,2023,2,304.64,Balance of State
639,2023,3,309.19,Balance of State
639,2023,4,307.18,Balance of State
640,2023,1,305.73,Native 3-Digit ZIP index
640,2023,2,315.58,Native 3-Digit ZIP index
640,2023,3,318.4,Native 3-Digit ZIP index
640,2023,4,320.17,Native 3-Digit ZIP index
641,2023,1,332.79,Native 3-Digit ZIP index
641,2023,2,348.07,Native 3-Digit ZIP index
641,2023,3,351.99,Native 3-Digit ZIP index
641,2023,4,352.62,Native 3-Digit ZIP index
644,2023,1,267.1,MSA/MSAD Index
644,2023,2,291,MSA/MSAD Index
644,2023,3,294.53,MSA/MSAD Index
644,2023,4,295.58,MSA/MSAD Index
645,2023,1,249.59,Native 3-Digit ZIP index
645,2023,2,280.83,Native 3-Digit ZIP index
645,2023,3,282.78,Native 3-Digit ZIP index
645,2023,4,281.21,Native 3-Digit ZIP index
646,2023,1,292.19,Balance of State
646,2023,2,304.64,Balance of State
646,2023,3,309.19,Balance of State
646,2023,4,307.18,Balance of State
647,2023,1,321.55,MSA/MSAD Index
647,2023,2,336.83,MSA/MSAD Index
647,2023,3,340.85,MSA/MSAD Index
647,2023,4,339.46,MSA/MSAD Index
648,2023,1,254.51,Native 3-Digit ZIP index
648,2023,2,279.17,Native 3-Digit ZIP index
648,2023,3,287.38,Native 3-Digit ZIP index
648,2023,4,298.05,Native 3-Digit ZIP index
650,2023,1,322.89,Native 3-Digit ZIP index
650,2023,2,332.86,Native 3-Digit ZIP index
650,2023,3,339.15,Native 3-Digit ZIP index
650,2023,4,353.96,Native 3-Digit ZIP index
651,2023,1,260.61,Native 3-Digit ZIP index
651,2023,2,276.57,Native 3-Digit ZIP index
651,2023,3,284.32,Native 3-Digit ZIP index
651,2023,4,280.69,Native 3-Digit ZIP index
652,2023,1,269.92,Native 3-Digit ZIP index
652,2023,2,280.54,Native 3-Digit ZIP index
652,2023,3,284.84,Native 3-Digit ZIP index
652,2023,4,289.52,Native 3-Digit ZIP index
653,2023,1,292.19,Balance of State
653,2023,2,304.64,Balance of State
653,2023,3,309.19,Balance of State
653,2023,4,307.18,Balance of State
654,2023,1,292.19,Balance of State
654,2023,2,304.64,Balance of State
654,2023,3,309.19,Balance of State
654,2023,4,307.18,Balance of State
655,2023,1,292.19,Balance of State
655,2023,2,304.64,Balance of State
655,2023,3,309.19,Balance of State
655,2023,4,307.18,Balance of State
656,2023,1,283.23,Native 3-Digit ZIP index
656,2023,2,310.08,Native 3-Digit ZIP index
656,2023,3,315.38,Native 3-Digit ZIP index
656,2023,4,313.08,Native 3-Digit ZIP index
657,2023,1,284.51,Native 3-Digit ZIP index
657,2023,2,294.91,Native 3-Digit ZIP index
657,2023,3,304.15,Native 3-Digit ZIP index
657,2023,4,295.33,Native 3-Digit ZIP index
658,2023,1,269.06,Native 3-Digit ZIP index
658,2023,2,277.93,Native 3-Digit ZIP index
